"country","date","year","type","actor1","actor2","region","location","lat","lng","source","source_scale","notes","incident_fatalities","region_fatalities","freq"
"Burundi","2018-05-28",2018,"Violence against civilians","Unidentified Armed Group (Burundi)","Civilians (Burundi)","Eastern Africa","Nyakigina",-3.6437,29.8689,"local source","Local","On 28 May, the lifeless body of a two-year-old boy was found in Nyakigina locality, Nyabitanga zone and Gishubi commune. His head, arms and legs had been taken by his attackers. He had been missing for more than three months.",1,5588,183
"Burundi","2018-04-20",2018,"Violence against civilians","Unidentified Armed Group (Burundi)","Civilians (Burundi)","Eastern Africa","Mugombwa",-3.7732,30.2862,"local source","Local","On 20 April, the body of a farmer was found in Mugombwa locality, Giharo commune. The victim had been strangled by his attackers.",1,5588,183
"Burundi","2018-03-14",2018,"Violence against civilians","CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction)","Civilians (Burundi)","Eastern Africa","Cendajuru",-3.289,30.6011,"Radio France Internationle","International","On 14 March, a Burundian man who refused to register to vote was beaten, tortured and hospitalised. He died on 18 March. He had been arrested by Imbonerakure in the Cendajuru commune. On the same day (14 March), Imbonerakure also beat a man who was returning from a bar he owns in Cendajuru in Cankuzo for being out after curfew.",1,5588,183
"Burundi","2018-03-10",2018,"Violence against civilians","Unidentified Armed Group (Burundi)","Civilians (Burundi)","Eastern Africa","Masango",-2.9316,29.4231,"local source","Local","On 10 March, a body was found on Nyamirambo hill, in Masango. The killers and date of death are unknown.",1,5588,183
"Burundi","2018-06-16",2018,"Violence against civilians","CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction)","Civilians (Burundi)","Eastern Africa","Musema",-3.0797,29.6728,"Local source","Local","On 16 June, a pro-Agathon Rwasa FNL member from Musema locality, Nyabibuye zone in Butaganzwa commune, was murdered with a machete by a group of 4 members of the Imbonerakure. The perpetrators accused him of having refused to give his contribution to the campaign for the constitutional referendum that was held on May 17th, 2018.",1,5588,183
"Burundi","2018-03-15",2018,"Violence against civilians","Military Forces of Burundi (2005-)","Civilians (Burundi)","Eastern Africa","Kivoga",-3.86,29.9031,"RPA","Regional","On 15 March, a soldier beat a former soldier to death at a roadblock near Kivoga.",1,5588,183
"Burundi","2018-02-14",2018,"Violence against civilians","Police Forces of Burundi (2005-) National Intelligence Service","Civilians (Burundi)","Eastern Africa","Cendajuru",-3.289,30.6011,"Human Rights Watch","Other","On 14 February, local authorities in Cendajuru commune (Cankuzo province), beat a man with an iron bar because he refused to register to vote. He later died in hospital on 18 March due to beatings he suffered during detention.",1,5588,183
"Burundi","2018-06-17",2018,"Violence against civilians","CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction)","Civilians (Burundi)","Eastern Africa","Gitega",-3.4264,29.9308,"RPA","National","On 17 June, the Imbonerakure beat a person to death elsewhere in Gitega province.",1,5588,183
"Burundi","2018-06-29",2018,"Violence against civilians","CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction)","Civilians (Burundi)","Eastern Africa","Twinkwavu",-3.2859,30.6632,"local source","Local","On 29 June, a resident from Twinkwavu zone was beaten to death by two young Imbonerakure men affiliated to the presidential party in Cendajuru commune, Cankuzo.",1,5588,183
"Burundi","2018-01-13",2018,"Violence against civilians","Unidentified Armed Group (Burundi)","Civilians (Burundi)","Eastern Africa","Gikuyo",-2.6256,30.0683,"local source","Local","A family living on Rambo hill, in Gikuyo town, were victims of a grenade attack. The wife and her 3 year old died on the spot, the husband died in hospital shortly afterwards. The attackers are unknown, but it is speculated that the attack was either revenge against the husband for his role in the 1993 massacres, or to do with suspicions of witchcraft.",3,5588,183
"Burundi","2018-07-09",2018,"Violence against civilians","Unidentified Armed Group (Burundi)","Civilians (Burundi)","Eastern Africa","Kayogoro",-4.1289,29.9422,"local source","Local","On 9 July, a member of the CNDD-FDD from the centre of Kayogoro commune was shot dead. The victim is a returnee who had recently returned from Tanzania. Land issues seem to be the motive behind the murder. Four people - a retired army officer, a member of Sahwanya Frodebu, a member of pro-Charles Nditije Uprona and a driver were arrested. They are currently being held in a communal cell.",1,5588,183
"Burundi","2018-04-16",2018,"Violence against civilians","Unidentified Armed Group (Burundi)","Civilians (Burundi)","Eastern Africa","Kagwena",-3.1269,29.2583,"Xinhua General News Service","International","On 16 April, gunmen in military uniforms attacked Kagwema village in Bubanza province killing at least two people and burning houses before fleeing. A truck carrying cement was also reportedly ambushed.",2,5588,183
"Burundi","2018-07-09",2018,"Violence against civilians","Unidentified Armed Group (Burundi)","Civilians (Burundi)","Eastern Africa","Rwisuri",-2.7233,30.0267,"local source","Local","On 9 July, one man was killed, and two others were seriously injured during an armed attack in Rwisuri locality, Bukuba zone and Vumbi commune. A sum of 50,000 BIF was also stolen. The wounded were taken to Kirundo Hospital.",1,5588,183
"Burundi","2018-05-30",2018,"Violence against civilians","Vigilante Militia (Burundi)","Civilians (Burundi)","Eastern Africa","Gasorwe",-2.852,30.2207,"local source","Local","Around the 27 May - 2 June week, three people were lynched in Gasorwe commune. Another 3 were lynched on 31 May in Masasi locality of Gasorwe.",3,5588,183
"Burundi","2018-04-21",2018,"Violence against civilians","Police Forces of Burundi (2005-)","Civilians (Burundi)","Eastern Africa","Gasenyi",-2.9718,29.206,"RPA; local source","Local-Regional","On 21 April, two people were killed and 35 injured in an explosion of a grenade in Gasenyi village, in Gahombo district in Kayanza Province. The fatalities later rose to six dead. 4 people, including a police officer were arrested.",6,5588,183
"Burundi","2018-06-09",2018,"Violence against civilians","Unidentified Armed Group (Burundi)","Civilians (Burundi)","Eastern Africa","Runanira",-2.5833,30.1168,"local source","Local","On 9 June, the body of a UPD Zigamibanga member was found at Runanira 2 in Kirundo commune and province. According to eyewitnesses, the victim was poisoned.",1,5588,183
"Burundi","2018-02-27",2018,"Violence against civilians","Unidentified Armed Group (Burundi)","Civilians (Burundi)","Eastern Africa","Minyare",-3.2028,30.5167,"local source","Local","On 27 Feb, a man was attacked and killed by unidentified assailants in Murehe, in Minyare.",1,5588,183
"Burundi","2018-02-26",2018,"Violence against civilians","Military Forces of Burundi (2005-)","Civilians (Burundi)","Eastern Africa","Mutoyi",-3.2552,29.9799,"Xinhua","International","A senior CNDD-FDD official was shot when a group of military officers raided a bar in Mutoyi. He refused to obey the military officers so they fired 15 bullets at him, killing him.",1,5588,183
"Burundi","2018-05-29",2018,"Violence against civilians","Vigilante Militia (Burundi)","Civilians (Burundi)","Eastern Africa","Bumba",-3.2558,30.7928,"local source","Local","On 29 May, residents of Mukiga sub-locality in Bumba locality killed a man that was caught burgling from a household. This incident came after recent remarks made by the governor of Cankuzo province and the deputy commissioner of the judicial police who said that it is normal for the population to kill a thief caught in an obvious offence.",1,5588,183
"Burundi","2018-05-13",2018,"Violence against civilians","Vigilante Militia (Burundi)","Civilians (Burundi)","Eastern Africa","Kavomo",-2.5492,30.1179,"RPA","Regional","On 13 May, a man died after a grenade exploded in his house in Kavomo hill in Kirundo commune and Province by unidentified individuals. It is suspected that they were targeted due to accusations of witchcraft.",1,5588,183
"Burundi","2018-06-29",2018,"Violence against civilians","CNDD-FDD: National Council for the Defence of Democracy-Forces for the Defence of Democracy","Civilians (Burundi)","Eastern Africa","Rutana",-3.9279,29.992,"RPA","National","On 29 June, the chairman of the National Commission of Lands and Other Goods (CNTB) in Rutana was killed. Other members of the CNDD attempted to poison him before strangling and beating him to death. He was also number 2 of the CNDD-FDD party in Rutana province.",1,5588,183
"Burundi","2018-04-15",2018,"Violence against civilians","CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction)","Civilians (Burundi)","Eastern Africa","Ruhororo",-2.6333,29.2167,"RPA","Regional","In April 2018, a man from Taba Hill, Ruhororo commune, Ngozi province was killed by Imbonerakure after being accused of witchcraft.",1,5588,183
"Burundi","2018-06-19",2018,"Violence against civilians","Vigilante Militia (Burundi)","Civilians (Burundi)","Eastern Africa","Higiro",-2.4777,30.1747,"RPA","Regional","On 19 June, a sixty-year-old was killed by a grenade on Higiro hill in Gisenyi area of Busoni commune, Kirundo province. Her death was linked to withcraft and land disputes.",1,5588,183
"Burundi","2018-03-20",2018,"Violence against civilians","Unidentified Armed Group (Burundi)","Civilians (Burundi)","Eastern Africa","Mutaho",-3.1561,29.8623,"local source","Local","On 20 March, the dead body of a young man was found floating on the Kagoma River of the Mushikanwa Hill on Mutaho Hill Zone and Commune of Gitega Province. He had been beaten in the head with an unidentified object.",1,5588,183
"Burundi","2018-05-14",2018,"Battle-No change of territory","Unidentified Armed Group (Burundi)","Military Forces of Burundi (2005-)","Eastern Africa","Gatumba",-3.3333,29.25,"RPA","Regional","On 14 May, 7 dead bodies were found floating on the Rusizi river near a bridge that leads to Gatumba. The bodies had been tied up together. Three of the bodies wore military uniform, four of the bodies had civilian clothing. Date and circumstances unclear.",7,5588,183
"Burundi","2018-05-31",2018,"Battle-No change of territory","Unidentified Armed Group (Burundi)","CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction)","Eastern Africa","Mirama",-3.305,29.9372,"local source","Local","On 31 May, armed men in military uniform engaged in a firefight in Mirama locality, Mugera zone and Bugendana commune. One person was killed, and four others were seriously injured. The attackers took money from people who were at a nearby pub, as well as from the households of this locality. One of the victims was an Imbonerakure student.",1,5588,183
"Burundi","2018-01-23",2018,"Violence against civilians","Unidentified Armed Group (Burundi)","Civilians (Burundi)","Eastern Africa","Rusange",-3.6439,30.3268,"local source","Local","Unidentified armed men attacked and killed a man and his wife using machetes and clubbed their baby to death. It is believed that the attack was because of accusations of witchcraft.",3,5588,183
"Burundi","2018-03-22",2018,"Violence against civilians","CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction)","Civilians (Burundi)","Eastern Africa","Buhinyuza",-3.0166,30.35,"local source","Local","On 22 March, the Imbonerkaure chief and members killed a former soldier by beating him with iron rods in Buhinyuza commune, Muyinga.",1,5588,183
"Burundi","2018-02-27",2018,"Violence against civilians","Vigilante Militia (Burundi)","Civilians (Burundi)","Eastern Africa","Kigutu",-4.0557,29.5568,"local source","Local","On 27 Feb, a person accused of robbery was attacked and killed by a mob of people in Kigutu.",1,5588,183
